Skill Code,Skill Category,Grade Level,Course Name,Skill Name
M.1,Creative techniques,grade-8,Language,Use personification
M.2,Creative techniques,grade-8,Language,Create varied sentences based on models
N.1,Active and passive voice,grade-8,Language,Identify active and passive voice
N.2,Active and passive voice,grade-8,Language,Rewrite the sentence in active voice
O.1,Editing and revising,grade-8,Language,Use parallel structure
O.2,Editing and revising,grade-8,Language,Remove redundant words or phrases
O.3,Editing and revising,grade-8,Language,Use the correct frequently confused word
O.4,Editing and revising,grade-8,Language,Correct errors with frequently confused words
O.5,Editing and revising,grade-8,Language,Correct errors with signs
O.6,Editing and revising,grade-8,Language,Correct errors in everyday use
O.7,Editing and revising,grade-8,Language,Suggest appropriate revisions
P.1,Citations,grade-8,Language,Recognize the parts of a Works Cited entry (MLA 7th edition)
P.2,Citations,grade-8,Language,Recognize the parts of a Works Cited entry (MLA 8th edition)
P.3,Citations,grade-8,Language,Use in-text citations with MLA formatting
P.4,Citations,grade-8,Language,Identify plagiarism
Q.1,Prefixes and suffixes,grade-8,Language,Words with pre-
Q.2,Prefixes and suffixes,grade-8,Language,Words with re-
Q.3,Prefixes and suffixes,grade-8,Language,Words with sub-
Q.4,Prefixes and suffixes,grade-8,Language,Words with mis-
Q.5,Prefixes and suffixes,grade-8,Language,"Words with un-, dis-, in-, im-, and non-"
Q.6,Prefixes and suffixes,grade-8,Language,Words with -ful
Q.7,Prefixes and suffixes,grade-8,Language,Words with -less
Q.8,Prefixes and suffixes,grade-8,Language,Words with -able and -ible
R.1,Greek and Latin roots,grade-8,Language,Use Greek and Latin roots as clues to the meanings of words
R.2,Greek and Latin roots,grade-8,Language,Use words as clues to the meanings of Greek and Latin roots
R.3,Greek and Latin roots,grade-8,Language,Determine the meanings of Greek and Latin roots
R.4,Greek and Latin roots,grade-8,Language,Determine the meanings of words with Greek and Latin roots
S.1,Synonyms and antonyms,grade-8,Language,Choose the synonym
S.2,Synonyms and antonyms,grade-8,Language,Choose the antonym
T.1,Word choice and usage,grade-8,Language,Describe the difference between related words
T.2,Word choice and usage,grade-8,Language,Positive and negative connotation
U.1,Homophones,grade-8,Language,Use the correct homophone
U.2,Homophones,grade-8,Language,Which definition matches the sentence?
U.3,Homophones,grade-8,Language,Which sentence matches the definition?
V.1,Analogies,grade-8,Language,Analogies
V.2,Analogies,grade-8,Language,Analogies: challenge
W.1,Context clues,grade-8,Language,Find words using context
W.2,Context clues,grade-8,Language,Determine the meaning of words using synonyms in context
W.3,Context clues,grade-8,Language,Determine the meaning of words using antonyms in context
W.4,Context clues,grade-8,Language,Use context to identify the meaning of a word
X.1,Domain-specific vocabulary,grade-8,Language,Determine the meaning of domain-specific words with pictures
Y.1,Reference skills,grade-8,Language,Alphabetical order
Y.2,Reference skills,grade-8,Language,Use guide words
Y.3,Reference skills,grade-8,Language,Use dictionary entries
Y.4,Reference skills,grade-8,Language,Use dictionary definitions
Y.5,Reference skills,grade-8,Language,Use thesaurus entries
Z.1,"Sentences, fragments, and run-ons",grade-8,Language,"Is the sentence declarative, interrogative, imperative, or exclamatory?"
Z.2,"Sentences, fragments, and run-ons",grade-8,Language,Identify the complete subject or complete predicate of a sentence
Z.3,"Sentences, fragments, and run-ons",grade-8,Language,Identify the simple subject or simple predicate of a sentence
Z.4,"Sentences, fragments, and run-ons",grade-8,Language,Identify the compound subject or compound predicate of a sentence
Z.5,"Sentences, fragments, and run-ons",grade-8,Language,Is it a complete sentence or a fragment?
Z.6,"Sentences, fragments, and run-ons",grade-8,Language,Is it a complete sentence or a run-on?
Z.7,"Sentences, fragments, and run-ons",grade-8,Language,"Is it a complete sentence, a fragment, or a run-on?"
AA.1,Phrases and clauses,grade-8,Language,Is it a phrase or a clause?
AA.2,Phrases and clauses,grade-8,Language,Identify appositives and appositive phrases
AA.3,Phrases and clauses,grade-8,Language,Identify dependent and independent clauses
AA.4,Phrases and clauses,grade-8,Language,"Is the sentence simple, compound, complex, or compound-complex?"
AA.5,Phrases and clauses,grade-8,Language,Combine sentences using relative clauses
BB.1,Nouns,grade-8,Language,Form and use plurals: review
BB.2,Nouns,grade-8,Language,Form and use plurals of compound nouns
BB.3,Nouns,grade-8,Language,"Identify plurals, singular possessives, and plural possessives"
BB.4,Nouns,grade-8,Language,Form the singular or plural possessive
BB.5,Nouns,grade-8,Language,Identify and correct errors with plural and possessive nouns
BB.6,Nouns,grade-8,Language,Identify and correct errors with compound and joint possession
CC.1,Pronouns and antecedents,grade-8,Language,Identify pronouns and their antecedents
CC.2,Pronouns and antecedents,grade-8,Language,Use the pronoun that agrees with the antecedent
CC.3,Pronouns and antecedents,grade-8,Language,Correct inappropriate shifts in pronoun number and person
CC.4,Pronouns and antecedents,grade-8,Language,Identify vague pronoun references
CC.5,Pronouns and antecedents,grade-8,Language,Identify all of the possible antecedents
DD.1,Pronoun types,grade-8,Language,Choose between subject and object pronouns
DD.2,Pronoun types,grade-8,Language,"Compound subjects and objects with ""I"" and ""me"""
DD.3,Pronoun types,grade-8,Language,Compound subjects and objects with pronouns
DD.4,Pronoun types,grade-8,Language,Choose between personal and reflexive pronouns
DD.5,Pronoun types,grade-8,Language,Use reflexive pronouns
DD.6,Pronoun types,grade-8,Language,Is the pronoun reflexive or intensive?
DD.7,Pronoun types,grade-8,Language,Use relative pronouns: who and whom
DD.8,Pronoun types,grade-8,Language,"Use relative pronouns: who, whom, whose, which, and that"
EE.1,Verb types,grade-8,Language,Identify transitive and intransitive verbs
EE.2,Verb types,grade-8,Language,"Identify linking verbs, predicate adjectives, and predicate nouns"
FF.1,Subject-verb agreement,grade-8,Language,Correct errors with subject-verb agreement
FF.2,Subject-verb agreement,grade-8,Language,Correct errors with indefinite pronoun-verb agreement
FF.3,Subject-verb agreement,grade-8,Language,Use the correct verb â€“ with compound subjects
GG.1,Verb tense,grade-8,Language,Irregular past tense: review
GG.2,Verb tense,grade-8,Language,"Simple past, present, and future tense: review"
GG.3,Verb tense,grade-8,Language,Identify and correct inappropriate shifts in verb tense
GG.4,Verb tense,grade-8,Language,Form the progressive verb tenses
GG.5,Verb tense,grade-8,Language,Form the perfect verb tenses
GG.6,Verb tense,grade-8,Language,Identify participles and what they modify
GG.7,Verb tense,grade-8,Language,Identify gerunds and their functions
GG.8,Verb tense,grade-8,Language,Identify infinitives and infinitive phrases
HH.1,Adjectives and adverbs,grade-8,Language,Identify adjectives
HH.2,Adjectives and adverbs,grade-8,Language,Order adjectives
HH.3,Adjectives and adverbs,grade-8,Language,Identify adverbs
HH.4,Adjectives and adverbs,grade-8,Language,Choose between adjectives and adverbs
HH.5,Adjectives and adverbs,grade-8,Language,Is the word an adjective or adverb?
HH.6,Adjectives and adverbs,grade-8,Language,Form and use comparative and superlative adjectives
HH.7,Adjectives and adverbs,grade-8,Language,"Good, better, best, bad, worse, and worst"
HH.8,Adjectives and adverbs,grade-8,Language,Form and use comparative and superlative adverbs
HH.9,Adjectives and adverbs,grade-8,Language,"Well, better, best, badly, worse, and worst"
II.1,Prepositions,grade-8,Language,Identify prepositional phrases
JJ.1,Direct and indirect objects,grade-8,Language,Is it a direct object or an indirect object?
KK.1,Conjunctions,grade-8,Language,Use the correct pair of correlative conjunctions
LL.1,Misplaced modifiers,grade-8,Language,Misplaced modifiers with pictures
LL.2,Misplaced modifiers,grade-8,Language,Select the misplaced or dangling modifier
LL.3,Misplaced modifiers,grade-8,Language,Are the modifiers used correctly?
MM.1,Restrictive and nonrestrictive elements,grade-8,Language,What does the punctuation suggest?
MM.2,Restrictive and nonrestrictive elements,grade-8,Language,Commas with nonrestrictive elements
NN.1,Commas,grade-8,Language,"Commas with series, dates, and places"
NN.2,Commas,grade-8,Language,Commas with compound and complex sentences
NN.3,Commas,grade-8,Language,"Commas with direct addresses, introductory words, interjections, and interrupters"
NN.4,Commas,grade-8,Language,Commas with coordinate adjectives
NN.5,Commas,grade-8,Language,Commas: review
OO.1,"Semicolons, colons, and commas",grade-8,Language,Use semicolons and commas to separate clauses
OO.2,"Semicolons, colons, and commas",grade-8,Language,"Use semicolons, colons, and commas with lists"
PP.1,"Dashes, hyphens, and ellipses",grade-8,Language,Use dashes
PP.2,"Dashes, hyphens, and ellipses",grade-8,Language,Use hyphens in compound adjectives
PP.3,"Dashes, hyphens, and ellipses",grade-8,Language,Decide whether ellipses are used appropriately
QQ.1,Capitalization,grade-8,Language,Correct capitalization errors
QQ.2,Capitalization,grade-8,Language,Capitalizing titles
RR.1,Formatting,grade-8,Language,Formatting titles
RR.2,Formatting,grade-8,Language,Formatting and capitalizing titles: review
RR.3,Formatting,grade-8,Language,Formatting street addresses
RR.4,Formatting,grade-8,Language,Formatting quotations and dialogue
A.1,Main idea,grade-9,Language,Determine the main idea
B.1,"Audience, purpose, and tone",grade-9,Language,Which text is most formal?
B.2,"Audience, purpose, and tone",grade-9,Language,Identify audience and purpose
B.3,"Audience, purpose, and tone",grade-9,Language,Compare passages for subjective and objective tone
B.4,"Audience, purpose, and tone",grade-9,Language,Compare passages for tone
C.1,Literary devices,grade-9,Language,Identify the narrative point of view
C.2,Literary devices,grade-9,Language,Interpret the meaning of allusions
C.3,Literary devices,grade-9,Language,Identify the source of allusions
C.4,Literary devices,grade-9,Language,Interpret figures of speech
C.5,Literary devices,grade-9,Language,"Classify figures of speech: euphemism, hyperbole, oxymoron, paradox"
C.6,Literary devices,grade-9,Language,Classify figures of speech: review
D.1,Analyzing literature,grade-9,Language,Match the quotations with their themes
D.2,Analyzing literature,grade-9,Language,Analyze short stories: set 1
D.3,Analyzing literature,grade-9,Language,Analyze short stories: set 2
D.4,Analyzing literature,grade-9,Language,Identify elements of poetry
E.1,Analyzing informational texts,grade-9,Language,Analyze the development of informational passages: set 1
E.2,Analyzing informational texts,grade-9,Language,Analyze the development of informational passages: set 2
E.3,Analyzing informational texts,grade-9,Language,Trace an argument: set 1
E.4,Analyzing informational texts,grade-9,Language,Trace an argument: set 2
E.5,Analyzing informational texts,grade-9,Language,Analyze rhetorical strategies in historical texts: set 1
E.6,Analyzing informational texts,grade-9,Language,Analyze rhetorical strategies in historical texts: set 2
F.1,Organizing writing,grade-9,Language,Order topics from broadest to narrowest
F.2,Organizing writing,grade-9,Language,Organize information by main idea
G.1,Topic sentences and thesis statements,grade-9,Language,Choose the topic sentence that best captures the main idea
G.2,Topic sentences and thesis statements,grade-9,Language,Identify thesis statements
H.1,Developing and supporting arguments,grade-9,Language,Distinguish facts from opinions
H.2,Developing and supporting arguments,grade-9,Language,Choose evidence to support a claim
H.3,Developing and supporting arguments,grade-9,Language,Identify supporting evidence in a text
H.4,Developing and supporting arguments,grade-9,Language,Choose the most appropriate counterclaim for a given claim
H.5,Developing and supporting arguments,grade-9,Language,Choose the analysis that logically connects the evidence to the claim
H.6,Developing and supporting arguments,grade-9,Language,"Transition logically between claims, evidence, analysis, and counterclaims"
H.7,Developing and supporting arguments,grade-9,Language,Classify logical fallacies
I.1,Persuasive strategies,grade-9,Language,"Identify appeals to ethos, pathos, and logos in advertisements"
I.2,Persuasive strategies,grade-9,Language,"Use appeals to ethos, pathos, and logos in persuasive writing"
J.1,Creative techniques,grade-9,Language,Use personification
K.1,Writing clearly and concisely,grade-9,Language,Transitions with conjunctive adverbs
K.2,Writing clearly and concisely,grade-9,Language,"Avoid double, illogical, and unclear comparisons"
K.3,Writing clearly and concisely,grade-9,Language,Identify sentences with parallel structure
K.4,Writing clearly and concisely,grade-9,Language,Use parallel structure
K.5,Writing clearly and concisely,grade-9,Language,Remove redundant words or phrases
L.1,Active and passive voice,grade-9,Language,Identify active and passive voice
L.2,Active and passive voice,grade-9,Language,Rewrite the sentence in active voice
M.1,Editing and revising,grade-9,Language,Use the correct frequently confused word
M.2,Editing and revising,grade-9,Language,Identify and correct errors with frequently confused words
M.3,Editing and revising,grade-9,Language,Identify and correct errors with frequently confused pronouns and contractions
M.4,Editing and revising,grade-9,Language,Correct errors with commonly misspelled words
M.5,Editing and revising,grade-9,Language,Correct errors with signs
M.6,Editing and revising,grade-9,Language,Correct errors in everyday use
M.7,Editing and revising,grade-9,Language,Suggest appropriate revisions
N.1,Citations,grade-9,Language,Recognize the parts of a Works Cited entry (MLA 7th edition)
N.2,Citations,grade-9,Language,Understand a Works Cited entry (MLA 7th edition)
N.3,Citations,grade-9,Language,Recognize the parts of a Works Cited entry (MLA 8th edition)
N.4,Citations,grade-9,Language,Use in-text citations with MLA formatting
N.5,Citations,grade-9,Language,Identify plagiarism
O.1,Prefixes and suffixes,grade-9,Language,Word pattern analogies
O.2,Prefixes and suffixes,grade-9,Language,Word pattern sentences
O.3,Prefixes and suffixes,grade-9,Language,Words with pre-
O.4,Prefixes and suffixes,grade-9,Language,Words with re-
O.5,Prefixes and suffixes,grade-9,Language,Words with sub-
O.6,Prefixes and suffixes,grade-9,Language,Words with mis-
O.7,Prefixes and suffixes,grade-9,Language,"Words with un-, dis-, in-, im-, and non-"
O.8,Prefixes and suffixes,grade-9,Language,Words with -ful
O.9,Prefixes and suffixes,grade-9,Language,Words with -less
O.10,Prefixes and suffixes,grade-9,Language,Words with -able and -ible
P.1,Greek and Latin roots,grade-9,Language,Sort words by shared Greek or Latin roots
P.2,Greek and Latin roots,grade-9,Language,Use Greek and Latin roots as clues to the meanings of words
P.3,Greek and Latin roots,grade-9,Language,Use words as clues to the meanings of Greek and Latin roots
P.4,Greek and Latin roots,grade-9,Language,Determine the meanings of Greek and Latin roots
P.5,Greek and Latin roots,grade-9,Language,Determine the meanings of words with Greek and Latin roots
Q.1,Homophones,grade-9,Language,Use the correct homophone
Q.2,Homophones,grade-9,Language,Identify and correct errors with homophones
R.1,Foreign words and expressions,grade-9,Language,Use etymologies to determine the meanings of words
R.2,Foreign words and expressions,grade-9,Language,Use context as a clue to the meanings of foreign expressions
R.3,Foreign words and expressions,grade-9,Language,Use the correct foreign expression
S.1,Word usage and nuance,grade-9,Language,Choose the word whose connotation and denotation best match the sentence
S.2,Word usage and nuance,grade-9,Language,Use words accurately and precisely
S.3,Word usage and nuance,grade-9,Language,Replace words using a thesaurus
S.4,Word usage and nuance,grade-9,Language,Explore words with new or contested usages
T.1,Analogies,grade-9,Language,Analogies
T.2,Analogies,grade-9,Language,Analogies: challenge
U.1,Context clues,grade-9,Language,Determine the meaning of words using synonyms in context
U.2,Context clues,grade-9,Language,Determine the meaning of words using antonyms in context
U.3,Context clues,grade-9,Language,Use context to identify the meaning of a word
V.1,Reference skills,grade-9,Language,Use dictionary entries
V.2,Reference skills,grade-9,Language,Use dictionary definitions
V.3,Reference skills,grade-9,Language,Use dictionary entries to determine correct usage
V.4,Reference skills,grade-9,Language,Use thesaurus entries
W.1,"Sentences, fragments, and run-ons",grade-9,Language,"Is the sentence declarative, interrogative, imperative, or exclamatory?"
W.2,"Sentences, fragments, and run-ons",grade-9,Language,Identify sentence fragments
W.3,"Sentences, fragments, and run-ons",grade-9,Language,Identify run-on sentences
W.4,"Sentences, fragments, and run-ons",grade-9,Language,Choose punctuation to avoid fragments and run-ons
X.1,Phrases and clauses,grade-9,Language,Is it a phrase or a clause?
X.2,Phrases and clauses,grade-9,Language,Identify prepositional phrases
X.3,Phrases and clauses,grade-9,Language,Identify appositives and appositive phrases
X.4,Phrases and clauses,grade-9,Language,Identify dependent and independent clauses
X.5,Phrases and clauses,grade-9,Language,"Is the sentence simple, compound, complex, or compound-complex?"
X.6,Phrases and clauses,grade-9,Language,Combine sentences using relative clauses
Y.1,Nouns,grade-9,Language,Form and use plurals: review
Y.2,Nouns,grade-9,Language,Form and use plurals of compound nouns
Z.1,Pronouns,grade-9,Language,Identify and correct errors with subject and object pronouns
Z.2,Pronouns,grade-9,Language,Subject and object pronouns review
Z.3,Pronouns,grade-9,Language,"Pronouns after ""than"" and ""as"""
Z.4,Pronouns,grade-9,Language,"Identify and correct pronoun errors with ""who"""
Z.5,Pronouns,grade-9,Language,Use relative pronouns: who and whom
Z.6,Pronouns,grade-9,Language,"Use relative pronouns: who, whom, whose, which, and that"
Z.7,Pronouns,grade-9,Language,Identify vague pronoun references
Z.8,Pronouns,grade-9,Language,Identify all of the possible antecedents
Z.9,Pronouns,grade-9,Language,Correct inappropriate shifts in pronoun number and person
AA.1,Verb types,grade-9,Language,Identify transitive and intransitive verbs
AA.2,Verb types,grade-9,Language,"Identify linking verbs, predicate adjectives, and predicate nouns"
AA.3,Verb types,grade-9,Language,Identify participles and what they modify
AA.4,Verb types,grade-9,Language,Identify gerunds and their functions
AA.5,Verb types,grade-9,Language,Identify infinitives and infinitive phrases
BB.1,Subject-verb agreement,grade-9,Language,Identify and correct errors with subject-verb agreement
BB.2,Subject-verb agreement,grade-9,Language,Identify and correct errors with indefinite pronoun-verb agreement
BB.3,Subject-verb agreement,grade-9,Language,Identify and correct verb agreement with compound subjects
CC.1,Verb tense,grade-9,Language,Form the progressive verb tenses
CC.2,Verb tense,grade-9,Language,Form the perfect verb tenses
CC.3,Verb tense,grade-9,Language,Identify and correct inappropriate shifts in verb tense
DD.1,Adjectives and adverbs,grade-9,Language,Choose between adjectives and adverbs
DD.2,Adjectives and adverbs,grade-9,Language,Form and use comparative and superlative adjectives
DD.3,Adjectives and adverbs,grade-9,Language,"Good, better, best, bad, worse, and worst"
DD.4,Adjectives and adverbs,grade-9,Language,Form and use comparative and superlative adverbs
DD.5,Adjectives and adverbs,grade-9,Language,"Well, better, best, badly, worse, and worst"
EE.1,Conjunctions,grade-9,Language,Use the correct pair of correlative conjunctions
FF.1,Misplaced modifiers,grade-9,Language,Misplaced modifiers with pictures
FF.2,Misplaced modifiers,grade-9,Language,Select the misplaced or dangling modifier
FF.3,Misplaced modifiers,grade-9,Language,Are the modifiers used correctly?
GG.1,Restrictive and nonrestrictive elements,grade-9,Language,What does the punctuation suggest?
GG.2,Restrictive and nonrestrictive elements,grade-9,Language,Commas with nonrestrictive elements
HH.1,Commas,grade-9,Language,"Commas with direct addresses, introductory words, interjections, interrupters, and antithetical phrases"
HH.2,Commas,grade-9,Language,"Commas with series, dates, and places"
HH.3,Commas,grade-9,Language,Commas with compound and complex sentences
HH.4,Commas,grade-9,Language,Commas with coordinate adjectives
HH.5,Commas,grade-9,Language,Commas: review
II.1,"Semicolons, colons, and commas",grade-9,Language,Use semicolons and commas to separate clauses
II.2,"Semicolons, colons, and commas",grade-9,Language,"Use semicolons, colons, and commas with lists"
II.3,"Semicolons, colons, and commas",grade-9,Language,"Semicolons, colons, and commas review"
JJ.1,"Dashes, hyphens, and ellipses",grade-9,Language,Use dashes
JJ.2,"Dashes, hyphens, and ellipses",grade-9,Language,Use hyphens in compound adjectives
JJ.3,"Dashes, hyphens, and ellipses",grade-9,Language,Decide whether ellipses are used appropriately
KK.1,Apostrophes,grade-9,Language,Identify and correct errors with plural and possessive nouns
KK.2,Apostrophes,grade-9,Language,Identify and correct errors with compound and joint possession
LL.1,Capitalization,grade-9,Language,Correct capitalization errors
MM.1,Formatting,grade-9,Language,Formatting quotations and dialogue
MM.2,Formatting,grade-9,Language,Capitalizing titles
MM.3,Formatting,grade-9,Language,Formatting titles
MM.4,Formatting,grade-9,Language,Formatting and capitalizing titles: review
A.1,Main idea,grade-10,Language,Determine the main idea
B.1,"Audience, purpose, and tone",grade-10,Language,Which text is most formal?
B.2,"Audience, purpose, and tone",grade-10,Language,Compare passages for subjective and objective tone
B.3,"Audience, purpose, and tone",grade-10,Language,Identify audience and purpose
B.4,"Audience, purpose, and tone",grade-10,Language,Compare passages for tone
C.1,Literary devices,grade-10,Language,Identify the narrative point of view
C.2,Literary devices,grade-10,Language,Interpret the meaning of allusions
C.3,Literary devices,grade-10,Language,Identify the source of allusions
C.4,Literary devices,grade-10,Language,Interpret figures of speech
C.5,Literary devices,grade-10,Language,"Classify figures of speech: euphemism, hyperbole, oxymoron, paradox"
C.6,Literary devices,grade-10,Language,Classify figures of speech: review
D.1,Analyzing literature,grade-10,Language,Analyze short stories: set 1
D.2,Analyzing literature,grade-10,Language,Analyze short stories: set 2
D.3,Analyzing literature,grade-10,Language,Identify elements of poetry
E.1,Analyzing informational texts,grade-10,Language,Analyze the development of informational passages: set 1
E.2,Analyzing informational texts,grade-10,Language,Analyze the development of informational passages: set 2
E.3,Analyzing informational texts,grade-10,Language,Trace an argument: set 1
E.4,Analyzing informational texts,grade-10,Language,Trace an argument: set 2
E.5,Analyzing informational texts,grade-10,Language,Analyze rhetorical strategies in historical texts: set 1
E.6,Analyzing informational texts,grade-10,Language,Analyze rhetorical strategies in historical texts: set 2
F.1,Organizing writing,grade-10,Language,Order topics from broadest to narrowest
F.2,Organizing writing,grade-10,Language,Organize information by main idea
G.1,Topic sentences and thesis statements,grade-10,Language,Choose the topic sentence that best captures the main idea
G.2,Topic sentences and thesis statements,grade-10,Language,Identify thesis statements
H.1,Developing and supporting arguments,grade-10,Language,Distinguish facts from opinions
H.2,Developing and supporting arguments,grade-10,Language,Choose evidence to support a claim
H.3,Developing and supporting arguments,grade-10,Language,Identify supporting evidence in a text
H.4,Developing and supporting arguments,grade-10,Language,Choose the most appropriate counterclaim for a given claim
H.5,Developing and supporting arguments,grade-10,Language,Choose the analysis that logically connects the evidence to the claim
H.6,Developing and supporting arguments,grade-10,Language,"Transition logically between claims, evidence, analysis, and counterclaims"
H.7,Developing and supporting arguments,grade-10,Language,Classify logical fallacies
I.1,Persuasive strategies,grade-10,Language,"Identify appeals to ethos, pathos, and logos in advertisements"
I.2,Persuasive strategies,grade-10,Language,"Use appeals to ethos, pathos, and logos in persuasive writing"
J.1,Creative techniques,grade-10,Language,Use personification
K.1,Writing clearly and concisely,grade-10,Language,Transitions with conjunctive adverbs
K.2,Writing clearly and concisely,grade-10,Language,"Avoid double, illogical, and unclear comparisons"
K.3,Writing clearly and concisely,grade-10,Language,Identify sentences with parallel structure
K.4,Writing clearly and concisely,grade-10,Language,Use parallel structure
K.5,Writing clearly and concisely,grade-10,Language,Remove redundant words or phrases
L.1,Active and passive voice,grade-10,Language,Identify active and passive voice
L.2,Active and passive voice,grade-10,Language,Rewrite the sentence in active voice
M.1,Editing and revising,grade-10,Language,Use the correct frequently confused word
M.2,Editing and revising,grade-10,Language,Identify and correct errors with frequently confused words
M.3,Editing and revising,grade-10,Language,Identify and correct errors with frequently confused pronouns and contractions
M.4,Editing and revising,grade-10,Language,Correct errors with commonly misspelled words
M.5,Editing and revising,grade-10,Language,Correct errors with signs
M.6,Editing and revising,grade-10,Language,Correct errors in everyday use
M.7,Editing and revising,grade-10,Language,Suggest appropriate revisions
N.1,Citations,grade-10,Language,Recognize the parts of a Works Cited entry (MLA 7th edition)
N.2,Citations,grade-10,Language,Understand a Works Cited entry (MLA 7th edition)
N.3,Citations,grade-10,Language,Recognize the parts of a Works Cited entry (MLA 8th edition)
N.4,Citations,grade-10,Language,Use in-text citations with MLA formatting
N.5,Citations,grade-10,Language,Identify plagiarism
O.1,Prefixes and suffixes,grade-10,Language,Word pattern analogies
O.2,Prefixes and suffixes,grade-10,Language,Word pattern sentences
O.3,Prefixes and suffixes,grade-10,Language,Words with pre-
O.4,Prefixes and suffixes,grade-10,Language,Words with re-
O.5,Prefixes and suffixes,grade-10,Language,Words with sub-
O.6,Prefixes and suffixes,grade-10,Language,Words with mis-
O.7,Prefixes and suffixes,grade-10,Language,"Words with un-, dis-, in-, im-, and non-"
O.8,Prefixes and suffixes,grade-10,Language,Words with -ful
O.9,Prefixes and suffixes,grade-10,Language,Words with -less
O.10,Prefixes and suffixes,grade-10,Language,Words with -able and -ible
P.1,Greek and Latin roots,grade-10,Language,Sort words by shared Greek or Latin roots
P.2,Greek and Latin roots,grade-10,Language,Use Greek and Latin roots as clues to the meanings of words
P.3,Greek and Latin roots,grade-10,Language,Use words as clues to the meanings of Greek and Latin roots
P.4,Greek and Latin roots,grade-10,Language,Determine the meanings of Greek and Latin roots
P.5,Greek and Latin roots,grade-10,Language,Determine the meanings of words with Greek and Latin roots
Q.1,Homophones,grade-10,Language,Use the correct homophone
Q.2,Homophones,grade-10,Language,Identify and correct errors with homophones
R.1,Foreign words and expressions,grade-10,Language,Use etymologies to determine the meanings of words
R.2,Foreign words and expressions,grade-10,Language,Use context as a clue to the meanings of foreign expressions
R.3,Foreign words and expressions,grade-10,Language,Use the correct foreign expression
S.1,Word usage and nuance,grade-10,Language,Choose the word whose connotation and denotation best match the sentence
S.2,Word usage and nuance,grade-10,Language,Use words accurately and precisely
S.3,Word usage and nuance,grade-10,Language,Replace words using a thesaurus
S.4,Word usage and nuance,grade-10,Language,Explore words with new or contested usages
T.1,Analogies,grade-10,Language,Analogies
T.2,Analogies,grade-10,Language,Analogies: challenge
U.1,Context clues,grade-10,Language,Determine the meaning of words using synonyms in context
U.2,Context clues,grade-10,Language,Determine the meaning of words using antonyms in context
U.3,Context clues,grade-10,Language,Use context to identify the meaning of a word
V.1,Reference skills,grade-10,Language,Use dictionary entries
V.2,Reference skills,grade-10,Language,Use dictionary definitions
V.3,Reference skills,grade-10,Language,Use dictionary entries to determine correct usage
V.4,Reference skills,grade-10,Language,Use thesaurus entries
W.1,"Sentences, fragments, and run-ons",grade-10,Language,"Is the sentence declarative, interrogative, imperative, or exclamatory?"
W.2,"Sentences, fragments, and run-ons",grade-10,Language,Identify sentence fragments
W.3,"Sentences, fragments, and run-ons",grade-10,Language,Identify run-on sentences
W.4,"Sentences, fragments, and run-ons",grade-10,Language,Choose punctuation to avoid fragments and run-ons
X.1,Phrases and clauses,grade-10,Language,Is it a phrase or a clause?
X.2,Phrases and clauses,grade-10,Language,Identify prepositional phrases
X.3,Phrases and clauses,grade-10,Language,Identify appositives and appositive phrases
X.4,Phrases and clauses,grade-10,Language,Identify dependent and independent clauses
X.5,Phrases and clauses,grade-10,Language,"Is the sentence simple, compound, complex, or compound-complex?"
X.6,Phrases and clauses,grade-10,Language,Combine sentences using relative clauses
Y.1,Nouns,grade-10,Language,Form and use plurals: review
Y.2,Nouns,grade-10,Language,Form and use plurals of compound nouns
Z.1,Pronouns,grade-10,Language,Identify and correct errors with subject and object pronouns
Z.2,Pronouns,grade-10,Language,Subject and object pronouns review
Z.3,Pronouns,grade-10,Language,"Pronouns after ""than"" and ""as"""
Z.4,Pronouns,grade-10,Language,"Identify and correct pronoun errors with ""who"""
Z.5,Pronouns,grade-10,Language,Use relative pronouns: who and whom
Z.6,Pronouns,grade-10,Language,"Use relative pronouns: who, whom, whose, which, and that"
Z.7,Pronouns,grade-10,Language,Identify vague pronoun references
Z.8,Pronouns,grade-10,Language,Identify all of the possible antecedents
Z.9,Pronouns,grade-10,Language,Correct inappropriate shifts in pronoun number and person
AA.1,Verb types,grade-10,Language,Identify transitive and intransitive verbs
AA.2,Verb types,grade-10,Language,"Identify linking verbs, predicate adjectives, and predicate nouns"
AA.3,Verb types,grade-10,Language,Identify participles and what they modify
AA.4,Verb types,grade-10,Language,Identify gerunds and their functions
AA.5,Verb types,grade-10,Language,Identify infinitives and infinitive phrases
BB.1,Subject-verb agreement,grade-10,Language,Identify and correct errors with subject-verb agreement
BB.2,Subject-verb agreement,grade-10,Language,Identify and correct errors with indefinite pronoun-verb agreement
BB.3,Subject-verb agreement,grade-10,Language,Identify and correct verb agreement with compound subjects
CC.1,Verb tense,grade-10,Language,Form the progressive verb tenses
CC.2,Verb tense,grade-10,Language,Form the perfect verb tenses
CC.3,Verb tense,grade-10,Language,Identify and correct inappropriate shifts in verb tense
DD.1,Adjectives and adverbs,grade-10,Language,Choose between adjectives and adverbs
DD.2,Adjectives and adverbs,grade-10,Language,Form and use comparative and superlative adjectives
DD.3,Adjectives and adverbs,grade-10,Language,"Good, better, best, bad, worse, and worst"
DD.4,Adjectives and adverbs,grade-10,Language,Form and use comparative and superlative adverbs
DD.5,Adjectives and adverbs,grade-10,Language,"Well, better, best, badly, worse, and worst"
